brand,model,engine_type,engine_code,obd_available,rpm,speed,coolant_temp,intake_temp,throttle_pos,engine_load,map,maf,short_fuel_trim,long_fuel_trim,o2_voltage,dtc_count,fault_label,symptom_power_loss,symptom_hard_start,symptom_rough_idle,symptom_black_smoke,symptom_blue_smoke,symptom_white_smoke,symptom_high_consumption,symptom_check_engine,symptom_engine_vibration,symptom_misfire_feel,symptom_stalls_idle,symptom_overheating,symptom_hard_start_hot,symptom_hard_start_cold,symptom_slow_acceleration,symptom_fuel_smell,symptom_rpm_fluctuation,symptom_three_cylinders,symptom_coolant_loss,symptom_low_turbo_pressure,symptom_turbo_whistle,symptom_limp_mode,symptom_no_throttle_response,symptom_weak_battery,symptom_slow_crank,symptom_alternator_not_charging,symptom_battery_light,symptom_fan_runs_often,symptom_temp_drops_while_driving,symptom_slow_warmup,symptom_timing_chain_noise,symptom_dpf_light,symptom_frequent_dpf_regen,symptom_sulfur_smell,symptom_hard_shifting,symptom_gearbox_jerks,symptom_oil_consumption,symptom_metallic_noise,symptom_brake_vibration,symptom_pulls_side,symptom_abs_light,symptom_esp_light,symptom_brake_squeal,symptom_soft_brake_pedal,symptom_steering_wheel_vibration,symptom_noise_over_bumps,symptom_wheel_knock,symptom_steering_play,symptom_pulls_when_braking
Opel,Megane,1.8 benzina,OM646,1,887,89,83,43,31.41,97.77,28.81,14.93,0.84,0.29,0.69,4,dpf_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Megane,2.2 diesel,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Toyota,Megane,2.2 diesel,DV6,1,589,99,86,24,33.53,37.85,30.32,30.19,0.86,-4.41,0.33,4,misfire,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Focus,1.6 HDI,K9K,1,781,97,92,28,30.11,17.83,53.25,18.46,27.03,11.17,0.24,1,injector_issue,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Focus,1.6 benzina,1ZZ,1,811,85,83,37,21.67,82.03,30.25,21.84,2.93,0.12,0.5,4,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,A4,1.5 dCi,OM646,1,778,117,80,24,12.57,26.44,65.68,12.1,1.66,-1.02,0.66,1,brake_issue,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Renault,C Class,1.5 dCi,1ZZ,1,919,58,92,25,25.45,94.27,26.76,31.58,3.43,-4.37,0.55,3,dpf_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BMW,Avensis,1.5 dCi,OM646,1,828,51,93,29,2.5,45.06,61.73,8.09,1.55,3.66,0.48,4,throttle_body_issue,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,C Class,1.5 dCi,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,o2_sensor_issue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Astra,2.2 diesel,DV6,1,812,111,83,38,26.13,51.66,66.28,33.31,1.43,4.46,0.66,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Renault,Megane,1.6 benzina,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Astra,2.0 TDI,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,turbo_issue,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Astra,2.2 diesel,K9K,1,764,82,87,34,33.04,20.86,63.09,34.69,-3.65,-2.76,0.56,1,oil_consumption,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Focus,1.6 HDI,N47,1,860,93,87,27,22.76,41.38,45.23,25.39,3.1,4.41,0.28,1,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,C Class,1.5 dCi,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,alternator_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Octavia,2.2 diesel,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,brake_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
Opel,Golf,1.6 HDI,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Focus,1.6 benzina,N47,1,936,79,80,34,17.86,29.62,26.16,7.63,2.87,0.35,0.9,2,catalyst_issue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,1.6 HDI,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Avensis,1.5 dCi,1ZZ,1,850,18,90,42,14.85,19.49,60.63,1.55,11.93,9.77,0.54,2,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Golf,2.2 diesel,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,misfire,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Passat,1.5 dCi,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,brake_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
BMW,Astra,1.6 benzina,BKD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,vacuum_leak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,A4,2.0 TDI,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Golf,1.5 dCi,BKD,1,827,42,89,23,17.45,15.81,28.9,15.01,0.28,1.22,0.94,4,catalyst_issue,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,Passat,1.8 benzina,AXR,1,832,107,109,40,11.79,32.74,34.35,24.95,-0.79,1.59,0.22,2,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Astra,1.6 benzina,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,o2_sensor_issue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Golf,2.0 TDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,C Class,1.6 HDI,Z19DTH,1,855,28,90,21,19.67,90.27,69.92,26.34,-3.65,3.26,0.54,3,dpf_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Seria 3,2.0 TDI,1ZZ,1,777,47,95,41,14.69,53.54,54.82,14.16,-4.73,-3.93,0.28,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Opel,Octavia,1.6 HDI,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,turbo_issue,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Passat,1.6 benzina,OM646,1,940,63,91,41,29.06,17.71,56.69,7.17,-3.67,2.08,0.7,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Peugeot,Golf,1.8 benzina,BKD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VW,Focus,2.0 TDI,N47,1,884,27,80,30,15.38,29.49,25.0,1.81,10.42,16.95,0.46,3,maf_issue,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,C Class,2.0 TDI,BKD,1,927,95,87,42,29.08,42.11,69.07,25.17,19.82,10.55,0.09,1,o2_sensor_issue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,Astra,1.6 HDI,BKC,1,849,78,92,25,34.55,29.44,64.06,4.31,15.83,9.04,0.58,4,maf_issue,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Audi,Seria 3,2.0 TDI,1ZZ,1,846,72,82,23,9.79,19.0,46.48,13.4,-2.02,-1.97,0.45,1,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BMW,Astra,1.9 TDI,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
BMW,Golf,2.2 diesel,BLS,1,758,29,83,44,9.43,32.67,40.15,7.42,21.96,17.47,0.34,4,fuel_system_issue,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Octavia,1.5 dCi,BKD,1,831,16,80,38,0.71,50.6,26.5,26.67,0.33,4.35,0.74,3,throttle_body_issue,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Seria 3,1.6 benzina,BKD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel,Avensis,1.6 HDI,BKC,1,777,7,94,26,2.4,35.0,37.73,6.59,-1.65,3.58,0.2,2,throttle_body_issue,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Seria 3,2.2 diesel,BKC,1,823,22,91,21,32.95,26.33,37.26,28.66,-0.5,-1.19,0.46,3,alternator_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,A4,1.9 TDI,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,battery_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault,Focus,1.6 HDI,BLS,1,774,53,95,38,10.55,17.8,36.71,17.2,-4.19,-4.26,0.37,0,wheel_alignment_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peugeot,Megane,1.6 benzina,AXR,1,890,1,95,30,32.42,83.64,25.74,24.8,-0.18,1.25,0.52,4,dpf_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,C Class,1.8 benzina,BKD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,egr_issue,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,C Class,1.6 HDI,AXR,1,771,12,86,38,26.8,33.48,28.1,17.19,-1.79,-2.56,0.55,1,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Focus,2.0 TDI,OM646,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Avensis,1.6 HDI,BKD,1,916,23,84,27,7.87,48.13,63.29,9.82,-2.49,-3.87,0.75,0,wheel_bearing_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Opel,Megane,2.2 diesel,BLS,1,857,9,95,26,8.05,34.01,29.37,11.77,2.0,4.23,0.36,2,abs_sensor_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Opel,Golf,1.9 TDI,N47,1,835,37,117,43,17.99,29.08,29.11,6.12,0.06,3.91,0.55,3,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Seria 3,1.6 benzina,BKC,1,794,89,93,27,16.62,31.34,29.96,25.47,2.08,-2.16,0.49,1,starter_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot,Focus,2.0 TDI,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,vacuum_leak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Avensis,1.6 benzina,AXR,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maf_issue,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Astra,1.8 benzina,AXR,1,886,5,93,26,17.01,50.95,31.68,20.14,12.5,10.69,0.03,3,o2_sensor_issue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Octavia,1.5 dCi,N47,1,792,64,117,41,23.89,45.63,27.66,11.35,-0.77,-2.57,0.78,2,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Avensis,1.9 TDI,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ignition_issue,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Golf,1.6 benzina,OM646,1,776,79,87,40,9.07,55.16,51.0,12.35,3.06,-2.15,0.39,1,alternator_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Passat,2.0 TDI,OM646,1,887,34,84,41,13.75,65.39,29.56,25.93,-2.43,-4.19,0.25,3,dpf_issue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Opel,C Class,1.9 TDI,K9K,1,793,119,93,23,14.91,27.38,40.27,24.15,-1.65,-4.3,0.31,1,alternator_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toyota,Passat,1.9 TDI,K9K,1,786,60,92,25,26.06,59.19,56.6,9.17,2.82,-3.53,0.56,0,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Avensis,1.6 benzina,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,fuel_system_issue,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,A4,1.6 benzina,DV6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,timing_chain_issue,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BMW,A4,2.0 TDI,DV6,1,914,29,114,31,25.71,16.71,30.98,12.42,0.01,4.38,0.3,4,coolant_leak,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW,Passat,2.0 TDI,Z19DTH,1,924,43,81,33,16.11,31.53,52.19,21.06,2.69,0.4,0.5,4,transmission_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Golf,1.6 HDI,AXR,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Opel,Avensis,1.6 HDI,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,timing_chain_issue,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Audi,Seria 3,2.0 benzina,DV6,1,935,78,94,27,29.84,35.31,55.98,21.52,4.59,4.16,0.37,1,steering_issue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Opel,Focus,1.8 benzina,BKD,1,789,8,88,28,19.36,40.51,66.0,10.22,4.48,1.0,0.31,0,starter_issue,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,C Class,2.0 benzina,OM646,1,781,93,122,32,29.26,45.57,67.18,11.86,-1.75,4.01,0.61,2,cooling_issue,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Renault,C Class,1.8 benzina,BLS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,catalyst_issue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Focus,1.6 HDI,N47,1,949,100,89,31,26.64,26.14,54.4,20.57,22.25,22.08,0.36,2,injector_issue,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi,A4,1.6 HDI,N47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,turbo_issue,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Avensis,1.6 benzina,BKC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,steering_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Audi,Focus,2.0 benzina,N47,1,799,24,90,20,34.5,88.68,34.97,18.17,0.76,4.97,0.63,1,egr_issue,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda,Passat,2.0 TDI,Z19DTH,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ignition_issue,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,A4,1.8 benzina,1ZZ,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,vacuum_leak,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Focus,1.5 dCi,K9K,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford,Octavia,1.6 benzina,Z19DTH,1,754,116,83,31,8.16,50.52,26.12,21.92,-1.49,4.51,0.49,1,suspension_issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
